s,carat,cut,color,clarity,depth,table,price,x,y,z
44420,0.49,Very Good,H,VVS2,62.3,57.0,1588,5.02,5.05,3.14
44435,0.48,Ideal,H,VVS2,62.5,56.0,1590,4.98,5.02,3.12
44568,0.52,Very Good,H,VVS2,61.7,63.0,1605,5.26,5.16,3.22
44618,0.5,Ideal,H,VVS2,60.3,58.0,1608,5.14,5.21,3.12
44619,0.5,Ideal,H,VVS2,60.4,55.0,1608,5.16,5.2,3.13
44641,0.24,Very Good,D,VVS2,58.8,58.0,521,4.05,4.08,2.39
44645,0.28,Very Good,H,VVS2,62.7,54.0,522,4.16,4.19,2.61
44646,0.28,Very Good,H,VVS2,62.0,55.0,522,4.21,4.23,2.62
44647,0.28,Very Good,G,VVS2,61.4,55.0,522,4.21,4.24,2.59
44648,0.28,Very Good,G,VVS2,62.3,56.0,522,4.16,4.19,2.6
44649,0.28,Very Good,G,VVS2,61.1,56.0,522,4.25,4.27,2.6
44650,0.28,Very Good,G,VVS2,62.5,53.0,522,4.18,4.21,2.62
44651,0.28,Ideal,H,VVS2,62.0,57.0,522,4.21,4.24,2.62
44664,0.24,Ideal,I,VVS2,61.5,56.0,523,4.02,4.05,2.48
44688,0.51,Ideal,H,VVS2,60.1,57.0,1611,5.19,5.22,3.12
44718,0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
44719,0.62,Ideal,I,VVS2,62.6,57.0,1615,5.47,5.5,3.44
44726,0.47,Very Good,F,VVS2,62.1,56.0,1616,4.96,4.99,3.09
44741,0.47,Ideal,G,VVS2,62.2,53.0,1618,5.0,5.04,3.12
45042,0.54,Ideal,H,VVS2,61.6,56.0,1639,5.24,5.27,3.24
45048,0.5,Ideal,I,VVS2,60.5,57.0,1640,5.14,5.17,3.12
45230,0.46,Ideal,E,VVS2,62.6,55.0,1657,4.92,4.95,3.09
45251,0.5,Fair,G,VVS2,66.1,62.0,1659,4.92,4.88,3.24
45275,0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21
45373,0.5,Good,G,VVS2,64.1,56.0,1666,5.02,5.06,3.23
45399,0.55,Ideal,H,VVS2,61.9,56.0,1668,5.22,5.25,3.24
45400,0.55,Ideal,H,VVS2,62.1,55.0,1668,5.25,5.28,3.27
45401,0.55,Ideal,H,VVS2,61.6,55.0,1668,5.3,5.31,3.26
45402,0.55,Ideal,H,VVS2,60.7,55.0,1668,5.32,5.34,3.24
45428,0.51,Ideal,H,VVS2,61.2,57.0,1669,5.14,5.19,3.16
45450,0.53,Ideal,H,VVS2,61.8,56.0,1674,5.2,5.22,3.22
45489,0.5,Good,F,VVS2,64.5,62.3,1678,4.92,4.93,3.17
45601,0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1
45630,0.4,Ideal,D,VVS2,61.2,56.0,1693,4.76,4.78,2.92
45632,0.3,Very Good,H,VVS2,61.5,57.0,525,4.32,4.36,2.66
45641,0.36,Ideal,J,VVS2,61.7,55.0,525,4.61,4.63,2.85
45642,0.25,Ideal,G,VVS2,62.0,54.0,525,4.05,4.08,2.52
45643,0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5
45644,0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5
45645,0.25,Ideal,G,VVS2,62.1,56.0,525,4.02,4.05,2.5
45646,0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53
45656,0.25,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53
45660,0.24,Ideal,F,VVS2,62.4,55.0,526,3.99,4.02,2.5
45686,0.54,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21
45687,0.54,Ideal,H,VVS2,61.8,56.0,1696,5.25,5.27,3.25
45756,0.49,Fair,E,VVS2,65.5,58.0,1705,4.91,4.86,3.2
45772,0.52,Premium,G,VVS2,61.0,58.0,1707,5.15,5.21,3.16
45788,0.64,Ideal,J,VVS2,62.4,57.0,1709,5.48,5.51,3.43
45830,0.5,Fair,G,VVS2,64.9,58.0,1712,5.0,4.95,3.23
45842,0.5,Very Good,G,VVS2,62.1,61.0,1715,5.07,5.1,3.16
45843,0.5,Good,G,VVS2,63.8,56.0,1715,5.03,5.06,3.22
45844,0.5,Good,G,VVS2,63.9,58.0,1715,5.0,5.05,3.21
45845,0.5,Very Good,G,VVS2,62.2,61.0,1715,5.07,5.09,3.16
45846,0.5,Good,G,VVS2,63.4,57.0,1715,5.06,5.1,3.22
45847,0.5,Very Good,G,VVS2,60.5,62.0,1715,5.07,5.14,3.09
45848,0.55,Ideal,H,VVS2,61.7,57.0,1715,5.26,5.28,3.25
45889,0.54,Ideal,J,VVS2,61.6,57.0,1720,5.25,5.23,3.23
45943,0.5,Very Good,G,VVS2,62.4,56.0,1723,5.06,5.1,3.17
45945,0.56,Very Good,H,VVS2,59.8,57.0,1723,5.39,5.48,3.25
45961,0.24,Ideal,F,VVS2,61.7,59.0,526,4.01,4.03,2.48
45962,0.24,Ideal,E,VVS2,61.7,58.0,526,3.96,4.01,2.46
45963,0.24,Ideal,E,VVS2,61.3,57.0,526,4.0,4.02,2.46
45964,0.24,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47
45996,0.53,Very Good,G,VVS2,60.5,59.0,1724,5.24,5.29,3.19
46007,0.57,Very Good,H,VVS2,60.2,56.0,1726,5.41,5.44,3.27
46008,0.57,Very Good,H,VVS2,62.2,56.0,1726,5.32,5.35,3.31
46043,0.5,Very Good,G,VVS2,61.3,57.0,1729,5.12,5.15,3.15
46070,0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09
46099,0.5,Ideal,G,VVS2,61.9,58.0,1741,5.06,5.09,3.14
46133,0.56,Ideal,H,VVS2,62.1,57.0,1745,5.26,5.3,3.27
46191,0.52,Ideal,H,VVS2,61.0,57.0,1749,5.16,5.2,3.16
46202,0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1
46207,0.51,Ideal,G,VVS2,62.0,57.0,1750,5.1,5.13,3.17
46208,0.51,Very Good,G,VVS2,62.9,57.0,1750,5.06,5.12,3.2
46209,0.51,Ideal,G,VVS2,61.6,56.0,1750,5.12,5.14,3.16
46210,0.51,Good,G,VVS2,63.5,56.0,1750,5.07,5.11,3.23
46211,0.54,Very Good,G,VVS2,61.8,57.0,1751,5.22,5.26,3.24
46225,0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34
46297,0.3,Premium,I,VVS2,61.0,60.0,526,4.3,4.36,2.64
46312,0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66
46355,0.5,Ideal,G,VVS2,62.2,56.0,1760,5.02,5.11,3.15
46377,0.51,Very Good,G,VVS2,62.2,56.0,1762,5.1,5.13,3.18
46388,0.5,Very Good,G,VVS2,62.8,57.0,1764,5.05,5.07,3.18
46389,0.5,Good,G,VVS2,63.6,57.0,1764,5.04,5.08,3.22
46391,0.7,Premium,J,VVS2,60.6,58.0,1764,5.73,5.82,3.5
46400,0.5,Ideal,G,VVS2,62.1,57.0,1766,5.06,5.09,3.15
46401,0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17
46418,0.51,Very Good,G,VVS2,60.9,56.0,1768,5.17,5.21,3.16
46419,0.51,Very Good,G,VVS2,62.6,59.0,1768,5.08,5.11,3.19
46426,0.53,Good,G,VVS2,64.3,58.0,1769,5.11,5.15,3.3
46434,0.59,Very Good,H,VVS2,61.1,57.0,1771,5.39,5.48,3.32
46447,0.61,Very Good,I,VVS2,62.0,54.4,1773,5.47,5.51,3.4
46497,0.5,Very Good,F,VVS2,60.4,61.0,1778,5.12,5.14,3.1
46502,0.46,Good,E,VVS2,60.7,62.0,1778,4.97,5.01,3.03
46507,0.5,Ideal,G,VVS2,61.0,56.0,1779,5.13,5.14,3.13
46570,0.5,Very Good,G,VVS2,61.6,58.0,1784,5.07,5.09,3.13
46572,0.5,Ideal,G,VVS2,62.7,54.0,1784,5.05,5.09,3.18
46573,0.52,Ideal,G,VVS2,61.6,56.0,1784,5.15,5.18,3.18
46591,0.54,Premium,H,VVS2,60.6,60.0,1786,5.31,5.29,3.21
46612,0.5,Ideal,G,VVS2,61.4,56.0,1787,5.11,5.15,3.15
46639,0.3,Premium,I,VVS2,61.7,58.0,526,4.28,4.37,2.67
46641,0.3,Very Good,I,VVS2,60.1,63.0,526,4.28,4.31,2.58
46682,0.7,Ideal,J,VVS2,62.7,56.0,1790,5.67,5.71,3.57
46691,0.5,Very Good,G,VVS2,63.0,58.0,1791,4.98,5.02,3.15
46696,0.5,Good,G,VVS2,64.1,56.0,1791,5.06,5.02,3.23
46697,0.5,Fair,G,VVS2,62.9,67.0,1791,5.02,4.96,3.14
46723,0.52,Very Good,G,VVS2,62.0,57.0,1794,5.15,5.19,3.2
46724,0.51,Ideal,G,VVS2,62.1,55.5,1794,5.08,5.13,3.18
46734,0.53,Ideal,G,VVS2,62.3,54.0,1797,5.18,5.2,3.24
46740,0.55,Ideal,G,VVS2,62.3,53.0,1799,5.27,5.29,3.29
46750,0.51,Good,G,VVS2,63.7,54.0,1800,5.08,5.1,3.24
46751,0.51,Good,G,VVS2,63.3,58.0,1800,5.04,5.07,3.2
46752,0.51,Good,G,VVS2,63.4,57.0,1800,5.06,5.09,3.22
46758,0.53,Ideal,H,VVS2,61.8,56.0,1800,5.22,5.2,3.22
46762,0.54,Ideal,G,VVS2,62.6,57.0,1801,5.19,5.23,3.26
46792,0.5,Very Good,G,VVS2,63.4,57.0,1806,5.1,5.06,3.22
46793,0.5,Premium,G,VVS2,62.2,61.0,1806,5.09,5.07,3.16
46794,0.5,Premium,G,VVS2,62.1,61.0,1806,5.1,5.07,3.16
46795,0.5,Premium,G,VVS2,60.5,62.0,1806,5.14,5.07,3.09
46796,0.5,Good,G,VVS2,63.9,58.0,1806,5.05,5.0,3.21
46797,0.5,Good,G,VVS2,63.8,56.0,1806,5.06,5.03,3.22
46803,0.55,Ideal,H,VVS2,61.7,57.0,1806,5.28,5.26,3.25
46858,0.51,Ideal,G,VVS2,60.1,56.0,1813,5.22,5.24,3.14
46859,0.5,Very Good,G,VVS2,61.4,57.0,1813,5.1,5.16,3.15
46861,0.51,Good,G,VVS2,58.1,62.0,1813,5.24,5.3,3.06
46882,0.56,Ideal,H,VVS2,60.9,57.0,1814,5.38,5.33,3.26
46894,0.56,Premium,H,VVS2,59.8,57.0,1814,5.48,5.39,3.25
46912,0.5,Premium,F,VVS2,60.6,58.0,1814,5.2,5.1,3.12
46953,0.3,Very Good,I,VVS2,61.9,61.0,526,4.28,4.32,2.66
46959,0.27,Ideal,H,VVS2,62.2,56.0,527,4.15,4.18,2.59
46967,0.3,Ideal,I,VVS2,61.8,56.0,529,4.31,4.33,2.67
46975,0.23,Very Good,F,VVS2,59.6,57.0,530,3.98,4.0,2.38
46976,0.23,Very Good,F,VVS2,59.3,57.0,530,4.01,4.05,2.39
46977,0.23,Very Good,F,VVS2,60.3,58.0,530,3.99,4.03,2.42
46978,0.23,Very Good,F,VVS2,61.2,58.0,530,3.96,3.98,2.43
46979,0.23,Very Good,F,VVS2,59.7,58.0,530,4.02,4.06,2.41
46980,0.23,Very Good,F,VVS2,62.0,58.0,530,3.89,3.92,2.42
46999,0.45,Ideal,E,VVS2,61.6,56.0,1817,4.96,4.98,3.06
47001,0.53,Ideal,G,VVS2,60.4,56.0,1818,5.29,5.24,3.18
47002,0.53,Ideal,G,VVS2,62.5,54.0,1818,5.19,5.21,3.25
47003,0.53,Ideal,G,VVS2,62.6,56.0,1818,5.16,5.19,3.24
47057,0.61,Good,H,VVS2,60.3,60.5,1821,5.44,5.48,3.29
47092,0.51,Ideal,G,VVS2,62.5,59.0,1825,5.08,5.12,3.19
47103,0.53,Very Good,G,VVS2,62.2,54.0,1827,5.19,5.23,3.23
47104,0.51,Ideal,G,VVS2,62.2,56.0,1827,5.09,5.13,3.18
47105,0.51,Ideal,G,VVS2,61.6,56.0,1827,5.12,5.14,3.16
47106,0.61,Premium,H,VVS2,62.4,59.0,1827,5.4,5.43,3.38
47114,0.65,Very Good,I,VVS2,61.3,59.3,1828,5.52,5.59,3.4
47130,0.54,Ideal,G,VVS2,61.8,55.0,1829,5.22,5.3,3.24
47154,0.52,Very Good,G,VVS2,59.9,56.0,1833,5.22,5.27,3.14
47155,0.52,Very Good,G,VVS2,63.2,57.0,1833,5.08,5.11,3.22
47156,0.52,Ideal,G,VVS2,62.1,56.0,1833,5.14,5.16,3.2
47161,0.47,Premium,E,VVS2,60.5,58.0,1833,5.05,5.0,3.04
47163,0.59,Ideal,H,VVS2,61.8,56.0,1834,5.37,5.41,3.33
47169,0.52,Ideal,G,VVS2,62.1,57.0,1835,5.13,5.15,3.19
47170,0.52,Premium,G,VVS2,61.0,58.0,1835,5.21,5.15,3.16
47174,0.5,Ideal,G,VVS2,62.7,55.0,1836,5.07,5.1,3.19
47198,0.5,Premium,G,VVS2,59.6,60.0,1838,5.15,5.18,3.08
47199,0.5,Premium,G,VVS2,60.9,59.0,1838,5.09,5.12,3.11
47200,0.5,Ideal,G,VVS2,61.2,56.0,1838,5.1,5.13,3.13
47201,0.5,Very Good,G,VVS2,60.9,61.0,1838,5.11,5.13,3.12
47202,0.5,Ideal,G,VVS2,61.4,57.0,1838,5.1,5.13,3.14
47203,0.5,Premium,G,VVS2,61.6,60.0,1838,5.1,5.13,3.15
47204,0.5,Ideal,G,VVS2,60.5,55.0,1838,5.13,5.15,3.11
47205,0.5,Very Good,G,VVS2,62.9,57.0,1838,5.04,5.11,3.19
47206,0.5,Very Good,G,VVS2,62.8,57.0,1838,4.99,5.04,3.15
47207,0.5,Ideal,G,VVS2,62.1,55.0,1838,5.05,5.09,3.15
47208,0.5,Ideal,G,VVS2,62.3,56.0,1838,5.05,5.09,3.16
47209,0.5,Very Good,G,VVS2,60.7,57.0,1838,5.1,5.14,3.11
47210,0.5,Ideal,G,VVS2,62.0,56.0,1838,5.09,5.13,3.17
47227,0.59,Very Good,H,VVS2,62.3,55.0,1840,5.42,5.33,3.35
47247,0.5,Ideal,H,VVS2,61.6,57.0,1842,5.08,5.14,3.15
47248,0.5,Ideal,G,VVS2,62.2,56.0,1842,5.08,5.11,3.17
47250,0.51,Very Good,G,VVS2,63.5,55.0,1842,5.09,5.05,3.22
47254,0.51,Ideal,G,VVS2,61.6,56.0,1842,5.14,5.12,3.16
47255,0.51,Ideal,G,VVS2,62.9,57.0,1842,5.12,5.06,3.2
47256,0.51,Very Good,G,VVS2,63.5,56.0,1842,5.11,5.07,3.23
47257,0.51,Ideal,G,VVS2,62.0,57.0,1842,5.13,5.1,3.17
47262,0.71,Premium,J,VVS2,60.3,59.0,1843,5.79,5.82,3.5
47265,0.7,Premium,J,VVS2,61.9,58.0,1843,5.67,5.73,3.53
47268,0.51,Ideal,G,VVS2,62.1,58.0,1844,5.09,5.12,3.17
47311,0.23,Very Good,F,VVS2,61.9,59.0,530,3.94,3.97,2.45
47312,0.23,Very Good,F,VVS2,61.5,58.0,530,3.9,3.94,2.41
47313,0.23,Very Good,F,VVS2,60.0,57.0,530,4.0,4.04,2.41
47314,0.23,Very Good,E,VVS2,59.4,59.0,530,4.03,4.08,2.41
47315,0.23,Very Good,E,VVS2,61.5,59.0,530,3.95,3.98,2.44
47316,0.23,Very Good,E,VVS2,62.4,59.0,530,3.89,3.93,2.44
47317,0.23,Very Good,E,VVS2,61.2,58.0,530,3.93,3.98,2.42
47318,0.23,Very Good,E,VVS2,60.9,59.0,530,3.96,3.99,2.42
47319,0.23,Very Good,E,VVS2,60.0,56.0,530,4.03,4.07,2.43
47320,0.23,Very Good,E,VVS2,62.4,59.0,530,3.91,3.94,2.45
47321,0.23,Very Good,D,VVS2,61.0,59.0,530,3.95,3.98,2.42
47322,0.23,Very Good,D,VVS2,62.2,58.0,530,3.94,3.97,2.46
47323,0.23,Very Good,D,VVS2,61.3,59.0,530,3.91,3.99,2.42
47324,0.23,Very Good,D,VVS2,62.5,58.0,530,3.92,3.95,2.46
47325,0.23,Very Good,D,VVS2,61.3,58.0,530,3.93,3.97,2.42
47326,0.23,Very Good,D,VVS2,62.6,58.0,530,3.89,3.94,2.45
47327,0.23,Very Good,D,VVS2,61.9,58.0,530,3.91,3.94,2.43
47328,0.23,Very Good,D,VVS2,62.0,58.0,530,3.94,3.96,2.45
47329,0.23,Very Good,D,VVS2,61.4,58.0,530,3.92,3.96,2.42
47371,0.52,Ideal,G,VVS2,61.4,57.0,1847,5.17,5.19,3.18
47409,0.5,Ideal,F,VVS2,62.3,57.0,1850,5.06,5.08,3.16
47429,0.54,Ideal,G,VVS2,60.8,56.0,1852,5.28,5.31,3.22
47465,0.52,Ideal,G,VVS2,60.9,56.0,1858,5.22,5.26,3.19
47466,0.5,Ideal,G,VVS2,62.8,57.0,1858,5.07,5.05,3.18
47467,0.5,Good,G,VVS2,63.6,57.0,1858,5.08,5.04,3.22
47470,0.51,Ideal,G,VVS2,62.2,53.4,1859,5.11,5.15,3.19
47493,0.53,Ideal,G,VVS2,60.0,57.0,1865,5.27,5.29,3.17
47516,0.5,Ideal,G,VVS2,61.4,56.0,1867,5.13,5.17,3.16
47517,0.53,Ideal,G,VVS2,61.9,54.0,1867,5.2,5.23,3.23
47521,0.61,Ideal,I,VVS2,62.0,54.0,1867,5.51,5.47,3.4
47522,0.54,Ideal,G,VVS2,62.2,55.0,1868,5.22,5.27,3.26
47541,0.58,Very Good,G,VVS2,62.1,58.0,1872,5.35,5.4,3.34
47562,0.51,Ideal,G,VVS2,61.3,57.0,1875,5.12,5.15,3.15
47563,0.51,Premium,G,VVS2,61.7,58.0,1875,5.11,5.14,3.16
47564,0.51,Very Good,G,VVS2,61.7,58.0,1875,5.13,5.18,3.18
47565,0.51,Good,G,VVS2,63.1,58.0,1875,5.07,5.11,3.21
47566,0.51,Very Good,G,VVS2,61.5,56.0,1875,5.12,5.15,3.16
47567,0.51,Ideal,G,VVS2,60.1,56.0,1875,5.19,5.22,3.13
47568,0.51,Ideal,G,VVS2,61.8,56.0,1875,5.1,5.16,3.17
47569,0.51,Ideal,G,VVS2,61.9,55.0,1875,5.15,5.19,3.2
47570,0.51,Very Good,G,VVS2,62.9,57.0,1875,5.09,5.12,3.21
47571,0.51,Ideal,G,VVS2,61.5,57.0,1875,5.13,5.18,3.17
47572,0.51,Ideal,G,VVS2,61.1,56.0,1875,5.15,5.19,3.16
47573,0.51,Ideal,G,VVS2,62.6,57.0,1875,5.1,5.12,3.2
47574,0.51,Premium,G,VVS2,59.1,59.0,1875,5.18,5.21,3.07
47575,0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,3.16
47576,0.51,Ideal,G,VVS2,61.6,56.0,1875,5.12,5.17,3.17
47588,0.51,Ideal,H,VVS2,61.6,55.0,1877,5.11,5.14,3.16
47589,0.51,Ideal,G,VVS2,62.0,57.0,1877,5.11,5.15,3.18
47590,0.61,Very Good,H,VVS2,62.8,58.0,1877,5.4,5.42,3.4
47600,0.52,Ideal,G,VVS2,61.6,56.0,1878,5.18,5.15,3.18
47601,0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,3.15
47603,0.52,Ideal,G,VVS2,61.2,55.0,1878,5.22,5.2,3.19
47604,0.55,Very Good,G,VVS2,57.1,63.0,1879,5.39,5.47,3.1
47609,0.53,Very Good,F,VVS2,59.6,56.0,1880,5.27,5.31,3.16
47612,0.53,Ideal,G,VVS2,61.5,56.0,1881,5.18,5.22,3.2
47613,0.53,Ideal,G,VVS2,60.4,55.0,1881,5.26,5.3,3.19
47631,0.67,Good,I,VVS2,58.9,51.0,1882,5.74,5.78,3.4
47645,0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,2.48
47646,0.23,Ideal,F,VVS2,60.9,57.0,530,3.95,3.97,2.41
47647,0.23,Ideal,F,VVS2,62.0,56.0,530,3.92,3.98,2.45
47648,0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
47649,0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,2.42
47650,0.23,Ideal,F,VVS2,61.0,57.0,530,3.98,4.02,2.44
47651,0.23,Ideal,E,VVS2,62.5,57.0,530,3.92,3.99,2.47
47652,0.23,Ideal,E,VVS2,62.8,57.0,530,3.91,3.96,2.47
47653,0.23,Ideal,D,VVS2,62.1,57.0,530,3.92,3.97,2.45
47659,0.23,Very Good,E,VVS2,60.9,60.0,530,3.96,3.99,2.42
47663,0.23,Very Good,E,VVS2,61.8,58.0,530,3.92,3.94,2.43
47664,0.23,Good,E,VVS2,63.3,56.0,530,3.88,3.92,2.47
47665,0.23,Very Good,D,VVS2,60.4,59.0,530,3.95,4.0,2.4
47684,0.51,Premium,E,VVS2,62.0,62.0,1882,5.09,5.04,3.14
47686,0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,3.15
47689,0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
47693,0.47,Ideal,E,VVS2,62.0,55.0,1883,4.97,5.0,3.09
47716,0.51,Good,G,VVS2,57.6,56.0,1885,5.27,5.35,3.06
47720,0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,3.35
47726,0.56,Ideal,G,VVS2,62.5,56.0,1889,5.24,5.28,3.29
47743,0.5,Very Good,F,VVS2,61.2,57.0,1891,5.1,5.13,3.13
47760,0.53,Ideal,G,VVS2,62.1,54.0,1893,5.18,5.22,3.23
47772,0.53,Ideal,G,VVS2,61.0,56.0,1895,5.19,5.23,3.18
47773,0.51,Good,G,VVS2,63.7,54.0,1895,5.1,5.08,3.24
47774,0.51,Very Good,G,VVS2,63.4,57.0,1895,5.09,5.06,3.22
47775,0.51,Very Good,G,VVS2,63.3,58.0,1895,5.07,5.04,3.2
47784,0.52,Ideal,G,VVS2,61.3,56.0,1897,5.18,5.2,3.18
47785,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
47807,0.57,Very Good,F,VVS2,62.6,58.0,1902,5.32,5.38,3.34
47808,0.57,Very Good,F,VVS2,63.2,56.0,1902,5.28,5.32,3.35
47812,0.51,Ideal,G,VVS2,61.3,56.0,1902,5.16,5.19,3.17
47816,0.57,Fair,F,VVS2,65.2,56.2,1902,5.19,5.23,3.4
47819,0.5,Very Good,G,VVS2,62.9,55.0,1904,5.05,5.09,3.19
47833,0.52,Ideal,G,VVS2,62.2,56.0,1906,5.13,5.16,3.2
47834,0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22
47835,0.52,Ideal,G,VVS2,62.3,56.0,1906,5.15,5.18,3.22
47836,0.51,Good,E,VVS2,63.4,64.0,1906,5.03,5.07,3.2
47854,0.5,Premium,G,VVS2,61.4,57.0,1909,5.16,5.1,3.15
47865,0.52,Ideal,G,VVS2,61.7,55.0,1911,5.19,5.22,3.21
47866,0.52,Premium,G,VVS2,61.2,59.0,1911,5.14,5.16,3.15
47867,0.52,Ideal,G,VVS2,60.8,57.0,1911,5.16,5.21,3.15
47868,0.52,Ideal,G,VVS2,61.8,57.0,1911,5.14,5.19,3.19
47869,0.52,Ideal,G,VVS2,59.8,57.0,1911,5.24,5.26,3.14
47870,0.52,Ideal,G,VVS2,62.1,56.0,1911,5.14,5.17,3.2
47871,0.52,Ideal,G,VVS2,62.4,55.0,1911,5.17,5.19,3.23
47872,0.52,Ideal,G,VVS2,61.7,56.0,1911,5.14,5.16,3.18
47873,0.52,Ideal,G,VVS2,61.0,56.0,1911,5.18,5.24,3.18
47874,0.52,Ideal,G,VVS2,61.5,56.0,1911,5.18,5.2,3.19
47875,0.52,Ideal,G,VVS2,61.9,55.0,1911,5.14,5.16,3.19
47876,0.52,Very Good,G,VVS2,61.8,59.0,1911,5.13,5.16,3.18
47877,0.52,Ideal,G,VVS2,62.1,57.0,1911,5.13,5.17,3.2
47878,0.52,Premium,G,VVS2,61.1,59.0,1911,5.15,5.2,3.16
47879,0.52,Ideal,G,VVS2,62.3,55.0,1911,5.12,5.16,3.2
47882,0.61,Ideal,H,VVS2,60.2,57.0,1911,5.53,5.47,3.31
47885,0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
47898,0.54,Ideal,G,VVS2,61.2,56.0,1914,5.25,5.3,3.22
47899,0.54,Ideal,G,VVS2,61.2,56.0,1914,5.25,5.28,3.22
47900,0.54,Ideal,G,VVS2,61.7,57.0,1914,5.23,5.26,3.23
47902,0.53,Premium,G,VVS2,60.8,58.0,1914,5.25,5.18,3.17
47906,0.53,Ideal,G,VVS2,62.6,56.0,1914,5.19,5.16,3.24
47907,0.53,Ideal,G,VVS2,62.5,54.0,1914,5.21,5.19,3.25
47916,0.5,Very Good,F,VVS2,60.8,59.0,1915,5.08,5.11,3.1
47942,0.55,Ideal,G,VVS2,62.2,54.0,1916,5.23,5.3,3.27
47943,0.51,Ideal,G,VVS2,62.4,56.0,1916,5.1,5.13,3.19
47951,0.5,Good,E,VVS2,64.8,58.0,1917,4.97,5.0,3.23
47971,0.28,Very Good,D,VVS2,64.0,56.0,532,4.14,4.17,2.66
47973,0.3,Ideal,I,VVS2,62.3,53.7,532,4.29,4.32,2.68
47974,0.3,Ideal,I,VVS2,62.5,53.6,532,4.29,4.33,2.69
47984,0.3,Very Good,I,VVS2,62.1,56.0,533,4.27,4.31,2.66
47985,0.3,Very Good,H,VVS2,62.0,55.0,533,4.28,4.32,2.67
47986,0.24,Very Good,F,VVS2,58.0,60.0,533,4.09,4.12,2.38
47987,0.25,Very Good,E,VVS2,61.1,61.0,533,4.03,4.06,2.47
48011,0.54,Ideal,G,VVS2,62.0,56.0,1920,5.23,5.27,3.25
48022,0.7,Good,J,VVS2,63.2,55.0,1922,5.63,5.57,3.54
48025,0.7,Good,J,VVS2,64.3,56.0,1922,5.57,5.63,3.6
48046,0.51,Ideal,G,VVS2,61.9,55.0,1926,5.14,5.17,3.19
48052,0.54,Ideal,G,VVS2,61.9,55.0,1927,5.2,5.3,3.25
48081,0.6,Ideal,H,VVS2,62.2,55.0,1931,5.38,5.43,3.36
48085,0.53,Ideal,G,VVS2,60.6,56.0,1932,5.25,5.28,3.19
48088,0.63,Very Good,H,VVS2,63.2,60.0,1932,5.49,5.39,3.44
48090,0.52,Ideal,G,VVS2,62.1,57.0,1932,5.15,5.13,3.19
48102,0.5,Ideal,G,VVS2,62.0,56.0,1935,5.13,5.09,3.17
48103,0.5,Premium,G,VVS2,59.6,60.0,1935,5.18,5.15,3.08
48104,0.5,Ideal,G,VVS2,61.4,57.0,1935,5.13,5.1,3.14
48105,0.5,Premium,G,VVS2,61.6,60.0,1935,5.13,5.1,3.15
48106,0.5,Premium,G,VVS2,60.7,57.0,1935,5.14,5.1,3.11
48107,0.5,Premium,G,VVS2,60.9,61.0,1935,5.13,5.11,3.12
48108,0.5,Ideal,G,VVS2,60.5,55.0,1935,5.15,5.13,3.11
48109,0.5,Ideal,G,VVS2,62.1,55.0,1935,5.09,5.05,3.15
48110,0.5,Ideal,G,VVS2,62.3,56.0,1935,5.09,5.05,3.16
48111,0.5,Premium,G,VVS2,60.9,59.0,1935,5.12,5.09,3.11
48112,0.5,Ideal,G,VVS2,61.2,56.0,1935,5.13,5.1,3.13
48113,0.5,Ideal,G,VVS2,62.9,57.0,1935,5.11,5.04,3.19
48114,0.5,Ideal,G,VVS2,62.8,57.0,1935,5.04,4.99,3.15
48123,0.5,Very Good,G,VVS2,60.6,66.0,1939,5.06,5.1,3.08
48141,0.49,Premium,D,VVS2,58.8,60.0,1940,5.26,5.14,3.06
48150,0.53,Ideal,G,VVS2,61.8,58.0,1941,5.18,5.2,3.21
